,Unnamed: 0,sha256,time,datasets
126,126.0,f68cc3e90b395813b9093419b5972c944839726c5e8d468353649d6edb373e90,2012-12-08 19:29:04,"(2012-08-01, 2013-01-01]"
139,139.0,5cd0c1a717679ab32cf5f101ed7ed95a756ba1042793ca14aa0ed41493c57d90,2012-12-29 02:31:56,"(2012-08-01, 2013-01-01]"
156,156.0,1171beeb6630e6c9f5bf591cdf08dffcce1023e954806562b0c591812e804ab0,2012-08-31 13:37:58,"(2012-08-01, 2013-01-01]"
158,158.0,3d1abfc9ebc39fa077a48f2b2c4dbaca6a5759a67cd2727be1dd62c4a920b6b3,2012-08-21 15:35:22,"(2012-08-01, 2013-01-01]"
233,233.0,1235f853e0351a1ec9cb23c7ad671e20987f4ef6cbcd6337662dc54ad28daa57,2012-11-28 15:38:22,"(2012-08-01, 2013-01-01]"
237,237.0,7e7f962194ed995200738eadd136aa0b39a14ae1a33a6a9f7b4f52106ed5a505,2012-08-23 10:08:58,"(2012-08-01, 2013-01-01]"
238,238.0,11c3045e890b37599af6e00403aa68200b9895995fc7fd34a8c572bb2cd5467e,2012-08-14 14:14:16,"(2012-08-01, 2013-01-01]"
246,246.0,04248243b1dd899b53022c029a3e8c135399abcb5d5b207d5e17b325d106a5ae,2012-10-05 19:14:42,"(2012-08-01, 2013-01-01]"
250,250.0,037b3773c17875b524b17491919069f770d88037c17f6910fe8785236e1de166,2012-08-15 10:45:18,"(2012-08-01, 2013-01-01]"
257,257.0,bc440941d57df82531d51b8b09a469d667c079b741e6b106b99618d113303204,2012-12-04 17:13:48,"(2012-08-01, 2013-01-01]"
267,267.0,7ad441f0b560f74225fbd3764c6b8348f6360c43d4eee1f53d873c170065e22f,2012-12-01 02:37:34,"(2012-08-01, 2013-01-01]"
268,268.0,8d7e1770519a0ebeb1feb20f74931c930f8de2aaa4028c6dd64a1e917b6dda20,2012-12-01 21:57:56,"(2012-08-01, 2013-01-01]"
270,270.0,11e4097475d8be5bc05e32d0564828b26b37d25d88cc1fa655ee2d866f0f2c18,2012-11-12 15:59:32,"(2012-08-01, 2013-01-01]"
271,271.0,8622a408ace33be8803d670449c8585bd9876a7b9b8df247b54a201be281fcd1,2012-12-19 11:20:22,"(2012-08-01, 2013-01-01]"
280,280.0,043944d0fbd7b199d960a0c2ce39cf74aa799d4c1a2690819ad883c3c7a94955,2012-08-18 00:57:20,"(2012-08-01, 2013-01-01]"
290,290.0,040d1c4454914ed090675761e380f0e2afab8531e554a919fcc125877c06094c,2012-08-29 16:14:40,"(2012-08-01, 2013-01-01]"
294,294.0,03c02991de80ccb5151107f69866737e1e72d5a6bc0a06da7b38d32ec12f46c1,2012-12-09 15:52:40,"(2012-08-01, 2013-01-01]"
295,295.0,0314b47467344f99023546b9280e5390304abd14da981d2e6475d08ef95f4696,2012-08-23 09:43:36,"(2012-08-01, 2013-01-01]"
302,302.0,118a1003b037aa93d3be2fdf51d738ef982d12ffb73c5f1b8f2de3fa7380ca39,2012-09-21 22:55:12,"(2012-08-01, 2013-01-01]"
321,321.0,9dcbe2f19c6733beb8c965d876b8c1cd6809bdcdb06d6bac825ee41aaf0c6940,2012-08-27 07:28:10,"(2012-08-01, 2013-01-01]"
334,334.0,0406d0b38301b3c7c0171e04c8801cb01ba3493b6350bfedce8c5ac9a04ce89d,2012-09-04 22:28:14,"(2012-08-01, 2013-01-01]"
338,338.0,11f0a1499ba79b97c6dffa56ea8c263ccdf73e6be355b1bb858610dea28f8f5c,2012-10-18 10:08:18,"(2012-08-01, 2013-01-01]"
344,344.0,1ca90a39ad1464c9e15fcebb1e3f10ccdb34040e0d557b8c68e8a1381c753713,2012-11-19 22:15:02,"(2012-08-01, 2013-01-01]"
351,351.0,1224655c8c68ef58ac2d324465787ae89d1b4d4fcdcf843b0fc4cb63174aeab9,2012-11-01 14:29:48,"(2012-08-01, 2013-01-01]"
355,355.0,0417c2d4637f231da6ad806cb53ef671f929aa6e586cce88128c0e8460244628,2012-12-06 14:57:02,"(2012-08-01, 2013-01-01]"
359,359.0,5bfd2c01535387e777a6460763174c1791bfa01428ed60766226bada5a5215c5,2012-10-23 10:55:46,"(2012-08-01, 2013-01-01]"
363,363.0,11c03fbb341673cedb4986944ac76e9c94fd82eb9aed1f461517f2fbe48e62f9,2012-09-08 17:49:42,"(2012-08-01, 2013-01-01]"
364,364.0,7cecfe7b7d3c69361aba7c737c9760c2be98f96107dae8a1709b291799cdf775,2012-10-31 11:23:10,"(2012-08-01, 2013-01-01]"
365,365.0,123444009c59ae31dff038b0843cd63d42c65b5d1644fac6ec9c166b43d2b9b5,2012-09-06 18:13:38,"(2012-08-01, 2013-01-01]"
367,367.0,1113dff9fb5355662df11fe9f8c0f4b1324884c4612cf527845254c027dc44a2,2012-12-21 17:02:12,"(2012-08-01, 2013-01-01]"
370,370.0,118337ba95dcadf1cfdb214364bfe38b163a4405554576ea90b6e045b87997d8,2012-12-10 01:29:34,"(2012-08-01, 2013-01-01]"
371,371.0,9a5e602c0902aa3fec816dd5127032fa5adc4730e774e5cdb58fd47ca2d23fbe,2012-11-21 19:55:10,"(2012-08-01, 2013-01-01]"
372,372.0,041a65da61d50b245264a267c2814258f2ad73864b6cf4eaee46f5c3c67278a7,2012-09-06 07:43:54,"(2012-08-01, 2013-01-01]"
376,376.0,1191882646c44dbf40db87da21f0f4b7a18e31c7ec6f34955044675c242cfdbd,2012-09-07 14:44:06,"(2012-08-01, 2013-01-01]"
378,378.0,ac1a9fb20b771ea4aed93c650480bdcb06f5cf8698d2a6d37d96fe410502d30e,2012-10-08 23:07:30,"(2012-08-01, 2013-01-01]"
384,384.0,db5c8e053151778f61ffa143dc1ada1093e16fd9960c5097046ff998d57b386b,2012-12-03 20:50:50,"(2012-08-01, 2013-01-01]"
386,386.0,1170bc7653b9850069e42aadc2c6e9a734894d35fd336861e536edd6611fe2da,2012-09-25 19:47:16,"(2012-08-01, 2013-01-01]"
393,393.0,0422dd42521f3e63b1362702ec93569d8df4bddc01278dd194bbf81e4101a2ab,2012-08-26 23:05:48,"(2012-08-01, 2013-01-01]"
397,397.0,11977a6dd9c92c371975f8f2c35030fc25bc2d0fed9e7fa56aefb4f46d537cf4,2012-09-28 17:08:18,"(2012-08-01, 2013-01-01]"
401,401.0,111a74e538b3e6143ace9b63f4fcb23a85cb2dcf736f95c9350b43ce3c6ca77b,2012-09-25 16:08:58,"(2012-08-01, 2013-01-01]"
406,406.0,11828c51dae6c8c5652537f62175f0e6feefafa09af09a1af4497accb2a7ae9f,2012-08-16 13:21:16,"(2012-08-01, 2013-01-01]"
414,414.0,dac25bab1180cf8a6bea95226bea2ff92c046a71dbfeb56fbdfb4453e6590122,2012-11-03 11:05:06,"(2012-08-01, 2013-01-01]"
416,416.0,1223969ddcbe73d18a8698c8ace1d15c44e32357fa72ff5e1c14236f89abde1d,2012-09-25 15:22:04,"(2012-08-01, 2013-01-01]"
480,480.0,09aaed6b8c99334bc1204cb18b30b5305c603d5f01ab02b1d2b4356eba846483,2012-08-12 10:14:14,"(2012-08-01, 2013-01-01]"
496,496.0,0383013587a119391cb77d6c627f10582f753515c3c53b0cf93b309787df5f6d,2012-08-22 07:35:56,"(2012-08-01, 2013-01-01]"
499,499.0,6ea4140c88d7fe6c46393fd3705484634508546b08bc7de0e47b16aa76284938,2012-09-17 20:01:14,"(2012-08-01, 2013-01-01]"
519,519.0,1164c35297c20b1ef80cd6a0b5349986976f60f78f5b1f22735a7b84d3d80d37,2012-12-03 00:28:38,"(2012-08-01, 2013-01-01]"
530,530.0,02e7a81adbc37828f75d46e6c193fffe3cc08074cb963ce63d162fdc9e7e58ed,2012-11-27 18:13:18,"(2012-08-01, 2013-01-01]"
548,548.0,119d32ba340f5d07b44feddd35fa111277d0cead10bcd4c6ba6892e94c266324,2012-08-15 16:17:34,"(2012-08-01, 2013-01-01]"
549,549.0,66e342ab035ba7c0e067eab6e0d7814f9538acb8ed92828c43faa4435c0182bb,2012-09-22 15:02:24,"(2012-08-01, 2013-01-01]"
550,550.0,06f58681ac23dd04c502770ec6bd702512a6164d153ddd613a5db95d3fa0a0ea,2012-10-10 15:20:04,"(2012-08-01, 2013-01-01]"
567,567.0,118c3406349745b2e47637d54472ba45afd863abbfb213d49dac105dc18d4d61,2012-09-06 09:30:16,"(2012-08-01, 2013-01-01]"
569,569.0,11f300a103ba5425c78a2d046425059490ba5aa258d438988ab984714b84ad27,2012-08-16 11:22:52,"(2012-08-01, 2013-01-01]"
603,603.0,173161e8d986214a4295451c2500540d37eda6a9da3fb444347ff9114fc5c696,2012-08-14 08:00:48,"(2012-08-01, 2013-01-01]"
605,605.0,032d22284abe53e80412a1c6d3b2fc7bb829794a17c329a1a1847b4ca188b4eb,2012-08-01 10:18:46,"(2012-08-01, 2013-01-01]"
615,615.0,0a6371dbec1fc1a174f161ae41ed103025ff56df82b494fed31ce4253dadcd9a,2012-09-06 18:18:56,"(2012-08-01, 2013-01-01]"
631,631.0,03a82ae09332cf84be13b0f7891e76525c7bf90dfadbaaa23d230e6ed40df7e1,2012-12-17 11:50:14,"(2012-08-01, 2013-01-01]"
638,638.0,033e06cb18782a3ce8fd911a707443713edd20ca155f422c338dc7c530d49205,2012-09-14 16:43:02,"(2012-08-01, 2013-01-01]"
641,641.0,6aaab7b13a2b2ea10ee5f5c0de97bb1acc8d91d2e1a90a88ec58d52e7065ad3b,2012-09-15 10:40:30,"(2012-08-01, 2013-01-01]"
647,647.0,030c37f929b402e9f460e5fdbc05e5de1b305e4a8d3f80f7899b3600c72facc1,2012-12-18 13:55:56,"(2012-08-01, 2013-01-01]"
648,648.0,67f141b08769a38afe440e09cd76c07dde20994a8e989ecb09c3c5591f13616e,2012-08-03 16:31:26,"(2012-08-01, 2013-01-01]"
668,668.0,112eacbbc1ed0cc787ab95eea3c2b2fe5f7a04eb8801182e461c6ece7a903e68,2012-09-30 20:44:38,"(2012-08-01, 2013-01-01]"
669,669.0,03138446dc0f6f3a0fefd5f696a5ae231ed71cde2168d98ec9f6780e91dea8d8,2012-11-26 04:00:44,"(2012-08-01, 2013-01-01]"
673,673.0,117ce3601c77e7d9872cc905a4c0cb6664d052ab40258fa3fd220428a0b1e5cb,2012-08-09 15:23:12,"(2012-08-01, 2013-01-01]"
681,681.0,35f3d0a59615c31756bbdf6c4aff39c0c4b0cc4c5e9ffa45edd0c4fa120d7a08,2012-08-07 22:58:28,"(2012-08-01, 2013-01-01]"
689,689.0,033f600f3f04358f939a67eaceccf3e36f47a21ed32b0cbdcef0e73a2a0926ac,2012-11-02 09:56:28,"(2012-08-01, 2013-01-01]"
693,693.0,030e1c00bd5c11d7029f0549b866dee08cc82d7981c9b63f35c0b4e6d055d264,2012-08-25 14:04:54,"(2012-08-01, 2013-01-01]"
696,696.0,672ddeb080ffab7aa4b1b4d7403a405f00a14e66d1201e105c4610949d8d44a5,2012-10-25 18:23:22,"(2012-08-01, 2013-01-01]"
716,716.0,616646722c62f62bc2cb61b3a7eb59c9d96d78152dc90d4ab1e8054e38517682,2012-10-01 10:14:26,"(2012-08-01, 2013-01-01]"
720,720.0,850099beb6168e5d6d07cf255977aefa45e3feda3cebceb7cfd7eacc55b23a2f,2012-09-17 03:29:16,"(2012-08-01, 2013-01-01]"
731,731.0,9722fa22de1e94cac3f9a9f1061c01e19a3af1170a0b567cf8b776c1ceee194b,2012-09-17 14:18:00,"(2012-08-01, 2013-01-01]"
734,734.0,033d853a8234128fbe868185d9e2d7c299c78e2fa1097efd46e1ce06bf48f9b6,2012-12-05 17:00:30,"(2012-08-01, 2013-01-01]"
735,735.0,6393cd884c7ae234a8bad093429bd970fb95547a98cd6ba60fca57bfb046007e,2012-10-05 20:09:54,"(2012-08-01, 2013-01-01]"
737,737.0,1185a7d13083822537b014a8ad593bc720ec3ae44d6fd105ab560aa78dfae1c1,2012-12-13 16:55:22,"(2012-08-01, 2013-01-01]"
738,738.0,a7fdd11b2174aee45d959d93fcc3eb44821a85c9f5d67d61d6a3d0de36dc372f,2012-08-27 12:58:18,"(2012-08-01, 2013-01-01]"
753,753.0,0419626fd7f312f5ab961e8df0a13f24b2b78f6b5b7e578a480ec358ae42aea6,2012-09-18 08:15:24,"(2012-08-01, 2013-01-01]"
754,754.0,116c5afa08d9b29b100bbb8cefcac2949d5bcbcd8c34f5618adf9a40e568ee60,2012-08-28 21:47:44,"(2012-08-01, 2013-01-01]"
758,758.0,03afa2120f08f5acfd47b9db6af234269e6058c64a5fef62b8f702f284d463ca,2012-12-17 10:07:40,"(2012-08-01, 2013-01-01]"
768,768.0,03a4e54ed6afb44295854c37570a5555adfe0be6373abdb6b799bab79f9c53bf,2012-08-14 14:46:20,"(2012-08-01, 2013-01-01]"
774,774.0,031d38a6f4ad1bb900007f28c766d2544f724b6b9696cf7c53145349500e4a50,2012-08-13 14:25:04,"(2012-08-01, 2013-01-01]"
777,777.0,04f76c61c42401210eea7cf4ec7328796b1f321c84becb8f34d83e1582eb2cea,2012-11-12 10:56:10,"(2012-08-01, 2013-01-01]"
780,780.0,38e1319de92c6e558c256cf3add09e0a8ed274c1593e6e71e21c03923c0a04f9,2012-10-26 06:48:08,"(2012-08-01, 2013-01-01]"
781,781.0,c92c0f8811739f87ad9cc9eb82ff89241097317a58c7d0ff5155fc8b93da6a09,2012-09-21 13:08:12,"(2012-08-01, 2013-01-01]"
790,790.0,03d9b1a82d42b843b377c0b3774634beb59aa6cbb760b656ab9f5ab5510ccb35,2012-12-19 11:42:34,"(2012-08-01, 2013-01-01]"
812,812.0,8efd612bb2c35a8221f3cd6c658ae5b7ab1845afa8bb7a60e03b14864eb6b343,2012-09-10 16:58:26,"(2012-08-01, 2013-01-01]"
823,823.0,e972586b750ad8ae44d448bbcb01d7912120031e3817d08fdc57447e407da4b9,2012-10-18 14:06:20,"(2012-08-01, 2013-01-01]"
841,841.0,111a638beca153b1e7f19b235bb46f65a47baee003426333b349abac3bc47cf2,2012-10-09 00:43:36,"(2012-08-01, 2013-01-01]"
846,846.0,11cd1bf5953b308c60458bf4a3dab84ee2bb71a123e13b8d6ba779a1441369a6,2012-10-03 18:14:10,"(2012-08-01, 2013-01-01]"
849,849.0,122f121d2c567ad6ee2864490e774dfc5ae75dc9199ab109ff221920f15cdd83,2012-09-27 14:40:16,"(2012-08-01, 2013-01-01]"
863,863.0,03ee9bf06854e36d3c52c07fe715bf6373ca0f7b56dcb4b8ca80926b82711f80,2012-08-10 02:12:08,"(2012-08-01, 2013-01-01]"
865,865.0,9bb847d1e534b7f41aedad8a58671af1fb176138d72d5ebf2b34fcbc2161d1a9,2012-09-04 00:25:26,"(2012-08-01, 2013-01-01]"
877,877.0,f003f235446b2a3487a2f756aef9092905a2896a9f3b5d14519ae57ac2e2190c,2012-11-27 14:58:18,"(2012-08-01, 2013-01-01]"
880,880.0,c9c8eef1bc6873c352c160fc61b223e6a2ffc8a40b82efd7aa46b8f6adb98dbe,2012-08-06 15:32:04,"(2012-08-01, 2013-01-01]"
888,888.0,111b1ded57840f5092585e8a82e9db9f58e53d39d85d284e4480a8353777b9e8,2012-08-30 16:24:12,"(2012-08-01, 2013-01-01]"
889,889.0,02f583aec9451ec8076e0bec767cc11d219e925c8abd19ff7088554681baaa89,2012-10-29 23:53:20,"(2012-08-01, 2013-01-01]"
895,895.0,549583331327e00eaf3b075ab6fb9128ac98cf89cd9c1a3f9ed6922cccf9d162,2012-11-09 21:31:22,"(2012-08-01, 2013-01-01]"
906,906.0,04020e3db5215a9f44db7295e624037b0e2f3cf19357f2b29cb4c28f47a9e5ba,2012-09-12 11:10:52,"(2012-08-01, 2013-01-01]"
908,908.0,db0ec5ac95c022c69379a4f50211416ba5fa2f33fc349a1acbccb607b779ab59,2012-10-25 17:02:46,"(2012-08-01, 2013-01-01]"
926,926.0,031a4de5262f61364517db075f4d8ce69c575306ef0434d6337c867512f9c711,2012-12-30 21:20:06,"(2012-08-01, 2013-01-01]"
927,927.0,fabffb2d192871be030e0cd5a399b1957faf64abc6b869343f7dc78da8cef668,2012-11-21 07:13:40,"(2012-08-01, 2013-01-01]"
937,937.0,ce75fe8677eb68515a8cc595d472fad7a28066fc50543ee8a81d19440126ac96,2012-10-07 22:10:40,"(2012-08-01, 2013-01-01]"
948,948.0,03079c211b301ae3b3b007d6f65585a837080b1d67b2c6c9e9b7edee462b7a5f,2012-12-13 11:25:20,"(2012-08-01, 2013-01-01]"
951,951.0,11dcd65cc1afe2c1fd96ca88ee139c3e9bb25cbaedef7d00039f1a108f98eea9,2012-11-30 09:53:02,"(2012-08-01, 2013-01-01]"
954,954.0,f2dc80b5dcdb056170a861c55dd739a83c77348cc9a17bc0c13f1fc0aaca26ab,2012-08-28 11:59:52,"(2012-08-01, 2013-01-01]"
955,955.0,11c53dc479e94c32e677ab2063cda54acf6bdffe8490d6376f022ba051cd9692,2012-09-05 11:15:16,"(2012-08-01, 2013-01-01]"
959,959.0,9bb2d07e2ea74e2033512511badf6f249aa4c1a653f1e9d2ba8aa0770ade2bb9,2012-09-08 02:53:48,"(2012-08-01, 2013-01-01]"
962,962.0,0575c5c15dadc98ce1ff8651d7052b9a6fc7562a0919ffdd057c820cb450856e,2012-11-10 11:22:58,"(2012-08-01, 2013-01-01]"
976,976.0,0384fcc90e15bd36c8b8af96658be225f6c1cd3eea2151decbfaa8cdb3637b0c,2012-09-28 21:08:46,"(2012-08-01, 2013-01-01]"
987,987.0,571253fe8a204efa1d82ee6539e148b132c457b642867e26ba8c1eaefaeccbd2,2012-11-19 03:27:50,"(2012-08-01, 2013-01-01]"
994,994.0,0357dbf22b7a5c49c63e420dd1b6cae86683d8b907b0fad7a858ad635ff7bda2,2012-08-24 15:00:54,"(2012-08-01, 2013-01-01]"
1005,1005.0,0311b9c20a26ff373515e30a4555a895dcddc68b840463a08b78132ecd8eee88,2012-08-31 09:34:20,"(2012-08-01, 2013-01-01]"
1007,1007.0,117014211aa10950e1f4adc0a7b460297bd2929cb14db2af18e5753ff95e3d5c,2012-11-18 23:21:14,"(2012-08-01, 2013-01-01]"
1010,1010.0,03a0f7d5bacd3744f16c24ce8ac4bc2375731388c0a94bad12d07ca82cc02ad8,2012-08-28 10:24:00,"(2012-08-01, 2013-01-01]"
1014,1014.0,470fc23600db8afecf817a376430ac25293a2a7ace3007fa66c151bc79e9ebf4,2012-10-24 21:32:48,"(2012-08-01, 2013-01-01]"
1018,1018.0,117b40665fbefc7c5c4d1622ac31b7ea6ed11d78e2056ec17a5ef11d1bb1dd3f,2012-12-18 17:56:46,"(2012-08-01, 2013-01-01]"
1030,1030.0,03b31679a4f6cf276b21e2803e16462a81630001abd88920a35c281e27d5dd43,2012-10-16 09:32:14,"(2012-08-01, 2013-01-01]"
1033,1033.0,030253cdceeb3efc3b29e4225cba1fe11059d47e8feb9b748626c0ca5c4a05ee,2012-09-26 10:31:04,"(2012-08-01, 2013-01-01]"
1042,1042.0,02fdd05e427360f01e28f14461c8300803dc89b22868e30cdcece90058f52569,2012-12-20 20:15:16,"(2012-08-01, 2013-01-01]"
1061,1061.0,02e34625466402a5508960df23b7ff41084a8cf16371bf1f70f0b542b2b74034,2012-12-21 23:27:34,"(2012-08-01, 2013-01-01]"
1063,1063.0,040672e5316548500202978f272c492714255c1702fabcf03397906a06ff9307,2012-09-25 13:50:30,"(2012-08-01, 2013-01-01]"
1065,1065.0,123bbb34409aed96617252de5d937629bd2b67c90aec6ac02af3e6e2990d611a,2012-08-04 22:30:26,"(2012-08-01, 2013-01-01]"
1075,1075.0,7c0f8b55a76185d61fa2351af825e614997205ddfc07c5950005bddd93cb2741,2012-12-17 08:57:26,"(2012-08-01, 2013-01-01]"
1094,1094.0,03e8b53078756144ee3ed6e0b1287dc6c5a4029844ac2852dcc175e55507a3dd,2012-12-13 10:29:54,"(2012-08-01, 2013-01-01]"
1106,1106.0,034b46102894b13b68c97c2d025b861dd91af8a10d65cdc16d48026ba1de34f8,2012-12-20 08:58:54,"(2012-08-01, 2013-01-01]"
1107,1107.0,079a9ed5790cc96e6cfdac6a934079c8a103d34d15aa53c4c6ea562a821cd814,2012-08-29 11:46:20,"(2012-08-01, 2013-01-01]"
1142,1142.0,11e30da4dcee71abd18d6dbd8e97a115cc5b7ba87f1a3bb43498e4d93c50b1bd,2012-12-13 18:54:22,"(2012-08-01, 2013-01-01]"
1158,1158.0,09e02a718450108eecaf03398952fb9b1aa2aec53ad4654e145255005faaf9e7,2012-12-11 16:23:08,"(2012-08-01, 2013-01-01]"
1159,1159.0,03218eb77666d229e8d5b2166bac13da68504682049c6369005869736dfd851c,2012-08-13 20:29:40,"(2012-08-01, 2013-01-01]"
1166,1166.0,eb5a7d44b8c54740354f50f3322efeee38ac26c465b789bd475db130481bbeaf,2012-09-25 23:05:16,"(2012-08-01, 2013-01-01]"
1169,1169.0,121e766d15a497d78c2bb3f0529fcbe2c65ff18db4ad9f4516b29803a4796fca,2012-09-19 17:41:12,"(2012-08-01, 2013-01-01]"
1173,1173.0,baae413ea7cf05947322dc9da91b8279de5e4c8cbfd72b4c140dd6aebceecb35,2012-09-10 10:06:12,"(2012-08-01, 2013-01-01]"
1187,1187.0,119562bc28878bb8e7a04968765f73356bc51c0c9366d0cf3bf4e32f8f658a89,2012-11-25 16:54:02,"(2012-08-01, 2013-01-01]"
1201,1201.0,865954163088ea7b52f7cb761aab2c95a97edacde70c5b8e01368aabd7605c66,2012-10-12 08:49:20,"(2012-08-01, 2013-01-01]"
1202,1202.0,4258aa6122d8c5a9dbb236240079556c2b4a2d722a5c788273e0ef1b291f070a,2012-08-01 11:35:46,"(2012-08-01, 2013-01-01]"
1203,1203.0,03759ae8bef7d848a76bdcb290a46165ebc9731288498de1aaf113a7493de4e5,2012-12-10 16:48:50,"(2012-08-01, 2013-01-01]"
1241,1241.0,04277c34533abe4bb2eddc2ad4dd3a06b42c0f8ab3b325dfae3f2c5a6f47c5d8,2012-09-28 15:59:54,"(2012-08-01, 2013-01-01]"
1257,1257.0,1131e942754260504bc42088c33ca9c24ec1af59559741cf4fba210dc46066a6,2012-11-23 13:47:08,"(2012-08-01, 2013-01-01]"
1267,1267.0,833a9374aa7883c38b98859dce5b6b50b2f84c5c21524cb8c0c6eb69a7d4b5f1,2012-12-10 17:06:06,"(2012-08-01, 2013-01-01]"
1285,1285.0,11a2694b37dbc963f218a49b9f1e0ab255b9fd79bb9a0febccf947b9649637bb,2012-11-30 09:36:02,"(2012-08-01, 2013-01-01]"
1356,1356.0,030ffa6596c7c3d31b3c5cc2a7d8c6904722561f3eac2a402cf93414fb52e21a,2012-08-24 09:22:02,"(2012-08-01, 2013-01-01]"
1359,1359.0,110f2dfd8ecbe291ee0b936a802f4743aef0417c5fda27e399521c2a2de5da27,2012-11-21 18:30:06,"(2012-08-01, 2013-01-01]"
1384,1384.0,03f69eaa835095945b221cddf48de372a5c996229ac1f617b83cf43022051a0b,2012-10-01 13:06:08,"(2012-08-01, 2013-01-01]"
1395,1395.0,0c18696105ae65aab41f3cd1b2497f9ac5db7d46deef3bf9871fbe5a0e326ac5,2012-08-07 14:30:58,"(2012-08-01, 2013-01-01]"
1401,1401.0,124edf10ccef72f8131beb5257202a30b4c76fd63ab4bfc987ccdf7b805d0efb,2012-08-26 23:15:42,"(2012-08-01, 2013-01-01]"
1405,1405.0,be8eb74974810959bcf0ecb3554635ac816bfa42c96dfcaa714569fb9c63470f,2012-11-27 17:33:42,"(2012-08-01, 2013-01-01]"
1410,1410.0,81769eb532da68cdb13aa14bd661ff92cb82598dd00cd45ab944bf5e97d6ddd1,2012-12-03 16:28:24,"(2012-08-01, 2013-01-01]"
1412,1412.0,5a19f69179300938beb8cf8b0a2bf5f89563b326ce203ce7e0c4b20a1c8b332e,2012-12-04 11:43:04,"(2012-08-01, 2013-01-01]"
1414,1414.0,0308021afdde85163ddf079ee3aecb09f28a34f800ec1dc2d91ffb5758662315,2012-11-11 22:25:30,"(2012-08-01, 2013-01-01]"
1417,1417.0,035c8dabd467c67f5f254c0fed47983c731c1f84aebd747a006baa3cdb96655a,2012-09-25 12:42:54,"(2012-08-01, 2013-01-01]"
1426,1426.0,1192e9f79c102ea7b99b812682484f7a515c86828af9798e696c523e938c1bcb,2012-09-29 03:03:22,"(2012-08-01, 2013-01-01]"
1428,1428.0,11c9f7524ff1210a01a06805b04c9deefe4c16518b3a4b907a4831854ee4e78d,2012-08-28 22:55:50,"(2012-08-01, 2013-01-01]"
1435,1435.0,119867a143eebd161839337ad4c4607dbaf7964fc67df23a84bcc33e9a479725,2012-08-15 10:44:22,"(2012-08-01, 2013-01-01]"
